student_size		n_intervals		iteration		RMSE		gurobi_time		janos_time		obj_val
50		5		0		0.10481688631902235		0.08813285827636719		0.026218891143798828		32.991655856597816
50		5		1		0.11351212640899137		0.07647585868835449		0.017032146453857422		32.97622458396603
50		5		2		0.10769185829657353		0.07552409172058105		0.016257047653198242		27.95090786140031
50		5		3		0.11125600615073596		0.07360363006591797		0.013244152069091797		32.9257972093469
50		5		4		0.09652970085165297		0.06724834442138672		0.010071039199829102		30.881518351550245
50		5		5		0.10444115001583995		0.07720756530761719		0.01796579360961914		28.901591744809263
50		5		6		0.12480721256286637		0.07241082191467285		0.011782169342041016		32.94910350312186
50		5		7		0.1218097558350662		0.0772697925567627		0.01884603500366211		35.29717287024029
50		5		8		0.09683812377294161		0.07387423515319824		0.014384984970092773		30.937951713126097
50		5		9		0.10646784104234182		0.07214522361755371		0.013724803924560547		26.916930691481916
50		10		0		0.04674500622227383		0.19082260131835938		0.08486604690551758		32.911466851766164
50		10		1		0.050792668676616595		0.16406035423278809		0.05533599853515625		32.90662583429854
50		10		2		0.04806257061903376		0.218780517578125		0.10971307754516602		27.93391785382057
50		10		3		0.04919028710252335		0.28238916397094727		0.1744551658630371		32.54446631998838
50		10		4		0.03913047458949715		0.3936190605163574		0.2899489402770996		30.279385612133503
50		10		5		0.046041615595101656		0.29858851432800293		0.14803290367126465		28.695025681628415
50		10		6		0.053581895800763495		0.358217716217041		0.2490990161895752		31.996367071951514
50		10		7		0.052564666669574184		0.19655799865722656		0.08886599540710449		34.88486491557715
50		10		8		0.04322852661304522		0.19624066352844238		0.0897219181060791		30.958124445415436
50		10		9		0.04653391903093661		0.40839672088623047		0.30182886123657227		26.390825046224332
50		15		0		0.0293204560281579		0.38073134422302246		0.22814607620239258		32.64168978573905
50		15		1		0.030540818042133617		0.5785214900970459		0.42324280738830566		32.371477792225605
50		15		2		0.029939284331589707		0.33593082427978516		0.1781320571899414		27.687240598891442
50		15		3		0.030250430745202478		0.6660423278808594		0.5080909729003906		32.02855220579053
50		15		4		0.025883994675964722		1.193995714187622		1.043179988861084		29.976544032629384
50		15		5		0.027729216940070092		0.9033751487731934		0.7448790073394775		28.17994983845029
50		15		6		0.034438111384642624		0.431549072265625		0.2718648910522461		31.97713029039659
50		15		7		0.03216882785717628		0.8105218410491943		0.5930919647216797		34.34024075045009
50		15		8		0.02764737998621616		0.27642250061035156		0.12282395362854004		30.86580982445873
50		15		9		0.028952287499267357		0.72800612449646		0.5738930702209473		25.986064947086007
50		20		0		0.018532503233750715		1.00789213180542		0.8094480037689209		32.36296436410967
50		20		1		0.01714079291288133		0.8766446113586426		0.6748960018157959		32.085837056858566
50		20		2		0.018923804297387044		1.0655114650726318		0.8596231937408447		27.421349742609603
50		20		3		0.022422739005917233		0.882643461227417		0.6765449047088623		31.93425871444269
50		20		4		0.019199431270255234		0.7530179023742676		0.5545241832733154		29.981091346956717
50		20		5		0.02101101340812924		1.4822402000427246		1.2734618186950684		27.98517260814276
50		20		6		0.025314946034330817		0.5560746192932129		0.2852818965911865		31.898144238959524
50		20		7		0.023983515496462594		0.9707095623016357		0.7654850482940674		33.99942501848895
50		20		8		0.019385468062599488		0.6195812225341797		0.3845338821411133		30.737058810185623
50		20		9		0.02136987994211975		0.836773157119751		0.6356489658355713		25.986356676374
50		25		0		0.012106186533372122		1.1376640796661377		0.8937168121337891		32.230453073522696
50		25		1		0.018328050157586772		1.3146405220031738		1.0647799968719482		31.998315479098004
50		25		2		0.011372446588895727		1.2069766521453857		0.9509680271148682		27.293608898196037
50		25		3		0.017735370502277786		1.0461790561676025		0.7902109622955322		31.89792620295529
50		25		4		0.015186931364059096		1.0295579433441162		0.7229940891265869		29.9846192419375
50		25		5		0.016625427739998207		1.2168869972229004		0.9609279632568359		27.984790766008373
50		25		6		0.01875885558729575		0.6784005165100098		0.42173194885253906		31.716476292799168
50		25		7		0.018986002190979772		1.1291470527648926		0.8765361309051514		33.9859634243675
50		25		8		0.014896632189980429		0.8556370735168457		0.6068558692932129		30.593591330814156
50		25		9		0.01691005381820453		0.896538257598877		0.6484301090240479		25.98360282794501
500		5		0		0.11351821309456187		0.7957916259765625		0.06983613967895508		316.83642881957536
500		5		1		0.11147036035850166		0.7413320541381836		0.07962918281555176		331.16308382851605
500		5		2		0.11650551697463846		0.7369205951690674		0.07890701293945312		313.2819812209657
500		5		3		0.1154023448831546		0.7979819774627686		0.07332992553710938		316.82813341583125
500		5		4		0.115886804930635		0.7331771850585938		0.07539606094360352		311.91105630058144
500		5		5		0.11143449574434554		0.7786409854888916		0.12142205238342285		321.80895212338
500		5		6		0.11934727339503046		0.8640627861022949		0.14678502082824707		316.5192201698587
500		5		7		0.11724337089872498		0.7325959205627441		0.07181787490844727		321.013233709955
500		5		8		0.11628237603284747		0.8314907550811768		0.10405397415161133		306.95675901465415
500		5		9		0.1211337495201784		0.7385375499725342		0.07856607437133789		308.871214403836
500		10		0		0.049343488396076114		2.87160062789917		1.6676039695739746		311.6968877705472
